chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.212#-0.059#0.046#0.974,-0.142#0.417#-0.083#0.894,-0.237#0.323#0.164#0.902,-0.215#-0.203#0.186#0.937,-0.415#-0.224#0.068#0.879,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.212#-0.059#0.046#0.974,-0.212#0.41#-0.119#0.879,-0.328#0.326#0.117#0.879,-0.215#-0.203#0.186#0.937,-0.415#-0.224#0.068#0.879,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.211#-0.06#0.049#0.974,-0.212#0.41#-0.119#0.879,-0.328#0.326#0.117#0.879,-0.27#-0.216#0.243#0.906,-0.491#-0.221#0.085#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.211#-0.06#0.049#0.974,-0.291#0.391#-0.152#0.86,-0.424#0.317#0.072#0.845,-0.27#-0.216#0.243#0.906,-0.491#-0.221#0.085#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#-0.067#0.052#0.978,-0.291#0.391#-0.152#0.86,-0.424#0.317#0.072#0.845,-0.314#-0.212#0.288#0.879,-0.556#-0.23#0.098#0.793,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#-0.067#0.052#0.978,-0.366#0.371#-0.183#0.833,-0.505#0.305#0.038#0.806,-0.314#-0.212#0.288#0.879,-0.556#-0.23#0.098#0.793,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.076#0.053#0.983,-0.366#0.371#-0.183#0.833,-0.505#0.305#0.038#0.806,-0.36#-0.189#0.314#0.858,-0.613#-0.229#0.097#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.076#0.053#0.983,-0.42#0.354#-0.213#0.808,-0.567#0.264#0.034#0.779,-0.36#-0.189#0.314#0.858,-0.613#-0.229#0.097#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.143#-0.075#0.061#0.985,-0.42#0.354#-0.213#0.808,-0.567#0.264#0.034#0.779,-0.396#-0.2#0.342#0.828,-0.663#-0.214#0.077#0.713,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.143#-0.075#0.061#0.985,-0.454#0.344#-0.242#0.785,-0.621#0.237#0.033#0.746,-0.396#-0.2#0.342#0.828,-0.663#-0.214#0.077#0.713,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.137#-0.075#0.068#0.985,-0.454#0.344#-0.242#0.785,-0.621#0.237#0.033#0.746,-0.432#-0.191#0.353#0.808,-0.703#-0.216#0.06#0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.137#-0.075#0.068#0.985,-0.479#0.34#-0.264#0.765,-0.665#0.213#0.057#0.714,-0.432#-0.191#0.353#0.808,-0.703#-0.216#0.06#0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#-0.073#0.077#0.985,-0.479#0.34#-0.264#0.765,-0.665#0.213#0.057#0.714,-0.454#-0.197#0.374#0.784,-0.731#-0.237#0.057#0.638,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#-0.073#0.077#0.985,-0.502#0.338#-0.281#0.745,-0.704#0.201#0.047#0.68,-0.454#-0.197#0.374#0.784,-0.731#-0.237#0.057#0.638,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.125#-0.072#0.084#0.986,-0.502#0.338#-0.281#0.745,-0.704#0.201#0.047#0.68,-0.471#-0.204#0.395#0.762,-0.761#-0.256#0.054#0.594,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.125#-0.072#0.084#0.986,-0.523#0.337#-0.295#0.725,-0.742#0.192#0.037#0.641,-0.471#-0.204#0.395#0.762,-0.781#-0.269#0.061#0.561,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.078#0.087#0.986,-0.523#0.337#-0.295#0.725,-0.742#0.192#0.037#0.641,-0.482#-0.207#0.412#0.745,-0.781#-0.269#0.061#0.561,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.078#0.087#0.986,-0.543#0.335#-0.306#0.707,-0.773#0.185#0.032#0.606,-0.482#-0.207#0.412#0.745,-0.794#-0.276#0.068#0.538,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.117#-0.079#0.088#0.986,-0.543#0.335#-0.306#0.707,-0.773#0.185#0.032#0.606,-0.49#-0.207#0.421#0.735,-0.794#-0.276#0.068#0.538,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.117#-0.079#0.088#0.986,-0.549#0.339#-0.324#0.691,-0.791#0.184#0.023#0.583,-0.49#-0.207#0.421#0.735,-0.802#-0.275#0.069#0.526,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.113#-0.075#0.089#0.987,-0.549#0.339#-0.324#0.691,-0.791#0.184#0.023#0.583,-0.492#-0.207#0.423#0.732,-0.802#-0.275#0.069#0.526,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.109#-0.077#0.088#0.987,-0.546#0.341#-0.339#0.686,-0.797#0.187#0.019#0.575,-0.482#-0.21#0.423#0.738,-0.798#-0.274#0.075#0.532,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.109#-0.077#0.088#0.987,-0.533#0.342#-0.345#0.693,-0.793#0.183#0.023#0.581,-0.482#-0.21#0.423#0.738,-0.798#-0.274#0.075#0.532,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.078#0.085#0.987,-0.533#0.342#-0.345#0.693,-0.793#0.183#0.023#0.581,-0.461#-0.21#0.415#0.756,-0.783#-0.272#0.083#0.553,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.078#0.085#0.987,-0.509#0.346#-0.345#0.709,-0.778#0.178#0.025#0.602,-0.461#-0.21#0.415#0.756,-0.783#-0.272#0.083#0.553,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.11#-0.08#0.081#0.987,-0.509#0.346#-0.345#0.709,-0.778#0.178#0.025#0.602,-0.428#-0.21#0.399#0.783,-0.753#-0.268#0.09#0.594,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.11#-0.08#0.081#0.987,-0.479#0.35#-0.333#0.733,-0.743#0.186#0.011#0.642,-0.428#-0.21#0.399#0.783,-0.753#-0.268#0.09#0.594,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#-0.084#0.074#0.987,-0.479#0.35#-0.333#0.733,-0.743#0.186#0.011#0.642,-0.388#-0.212#0.374#0.815,-0.701#-0.266#0.085#0.656,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#-0.084#0.074#0.987,-0.438#0.358#-0.311#0.764,-0.743#0.186#0.011#0.642,-0.388#-0.212#0.374#0.815,-0.701#-0.266#0.085#0.656,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#-0.085#0.065#0.986,-0.438#0.358#-0.311#0.764,-0.679#0.217#0.005#0.701,-0.342#-0.224#0.345#0.845,-0.622#-0.264#0.07#0.734,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#-0.085#0.065#0.986,-0.395#0.367#-0.282#0.793,-0.602#0.252#0.008#0.758,-0.342#-0.224#0.345#0.845,-0.622#-0.264#0.07#0.734,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.131#-0.088#0.062#0.986,-0.395#0.367#-0.282#0.793,-0.602#0.252#0.008#0.758,-0.293#-0.245#0.315#0.869,-0.526#-0.285#0.036#0.801,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.131#-0.088#0.062#0.986,-0.341#0.383#-0.246#0.822,-0.506#0.292#0.025#0.811,-0.293#-0.245#0.315#0.869,-0.526#-0.285#0.036#0.801,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.145#-0.088#0.058#0.984,-0.341#0.383#-0.246#0.822,-0.506#0.292#0.025#0.811,-0.238#-0.276#0.288#0.886,-0.43#-0.281#-0.002#0.858,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.145#-0.088#0.058#0.984,-0.281#0.403#-0.217#0.844,-0.401#0.361#0.061#0.84,-0.238#-0.276#0.288#0.886,-0.43#-0.281#-0.002#0.858,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.157#-0.083#0.058#0.982,-0.281#0.403#-0.217#0.844,-0.401#0.361#0.061#0.84,-0.197#-0.28#0.236#0.909,-0.334#-0.298#-0.033#0.894,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.157#-0.083#0.058#0.982,-0.213#0.43#-0.179#0.859,-0.311#0.375#0.121#0.865,-0.197#-0.28#0.236#0.909,-0.334#-0.298#-0.033#0.894,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.209#-0.063#0.064#0.974,-0.213#0.43#-0.179#0.859,-0.311#0.375#0.121#0.865,-0.15#-0.269#0.174#0.935,-0.243#-0.284#-0.072#0.924,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.209#-0.063#0.064#0.974,-0.148#0.43#-0.139#0.88,-0.241#0.342#0.153#0.895,-0.15#-0.269#0.174#0.935,-0.159#-0.278#-0.102#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.217#-0.064#0.066#0.972,-0.148#0.43#-0.139#0.88,-0.241#0.342#0.153#0.895,-0.12#-0.228#0.118#0.959,-0.159#-0.278#-0.102#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.217#-0.064#0.066#0.972,-0.098#0.407#-0.109#0.901,-0.188#0.34#0.148#0.91,-0.12#-0.228#0.118#0.959,-0.09#-0.263#-0.125#0.953,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.222#-0.068#0.064#0.971,-0.098#0.407#-0.109#0.901,-0.188#0.34#0.148#0.91,-0.085#-0.19#0.075#0.975,-0.09#-0.263#-0.125#0.953,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.222#-0.068#0.064#0.971,-0.062#0.379#-0.074#0.92,-0.116#0.333#0.17#0.92,-0.085#-0.19#0.075#0.975,-0.046#-0.222#-0.123#0.966,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#-0.073#0.061#0.969,-0.062#0.379#-0.074#0.92,-0.116#0.333#0.17#0.92,-0.047#-0.189#0.057#0.979,-0.046#-0.222#-0.123#0.966,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#-0.073#0.061#0.969,-0.036#0.36#-0.05#0.931,-0.062#0.312#0.179#0.931,-0.047#-0.189#0.057#0.979,-0.039#-0.168#-0.102#0.98,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#-0.075#0.059#0.969,-0.022#0.347#-0.043#0.937,-0.046#0.315#0.175#0.932,-0.032#-0.174#0.05#0.983,-0.039#-0.168#-0.102#0.98,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#-0.073#0.057#0.969,-0.022#0.347#-0.043#0.937,-0.046#0.315#0.175#0.932,-0.043#-0.172#0.061#0.982,-0.062#-0.159#-0.088#0.981,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#-0.073#0.057#0.969,-0.029#0.35#-0.042#0.935,-0.046#0.315#0.175#0.932,-0.043#-0.172#0.061#0.982,-0.062#-0.159#-0.088#0.981,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#-0.069#0.056#0.968,-0.029#0.35#-0.042#0.935,-0.034#0.308#0.207#0.928,-0.073#-0.187#0.086#0.976,-0.114#-0.166#-0.071#0.977,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#-0.069#0.056#0.968,-0.065#0.367#-0.054#0.926,-0.079#0.323#0.196#0.923,-0.073#-0.187#0.086#0.976,-0.114#-0.166#-0.071#0.977,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.238#-0.064#0.055#0.968,-0.065#0.367#-0.054#0.926,-0.079#0.323#0.196#0.923,-0.114#-0.189#0.12#0.968,-0.193#-0.189#-0.041#0.962,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.238#-0.064#0.055#0.968,-0.121#0.373#-0.076#0.917,-0.161#0.337#0.172#0.912,-0.114#-0.189#0.12#0.968,-0.193#-0.189#-0.041#0.962,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.238#-0.058#0.057#0.968,-0.121#0.373#-0.076#0.917,-0.161#0.337#0.172#0.912,-0.167#-0.188#0.167#0.953,-0.288#-0.217#-0.001#0.933,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.238#-0.058#0.057#0.968,-0.196#0.367#-0.102#0.904,-0.26#0.351#0.139#0.889,-0.167#-0.188#0.167#0.953,-0.288#-0.217#-0.001#0.933,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#-0.054#0.058#0.969,-0.196#0.367#-0.102#0.904,-0.26#0.351#0.139#0.889,-0.231#-0.173#0.219#0.932,-0.376#-0.229#0.028#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#-0.054#0.058#0.969,-0.284#0.349#-0.126#0.884,-0.367#0.362#0.087#0.853,-0.231#-0.173#0.219#0.932,-0.376#-0.229#0.028#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#-0.055#0.059#0.973,-0.284#0.349#-0.126#0.884,-0.367#0.362#0.087#0.853,-0.279#-0.174#0.269#0.905,-0.455#-0.226#0.042#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#-0.055#0.059#0.973,-0.363#0.333#-0.149#0.857,-0.45#0.345#0.066#0.821,-0.279#-0.174#0.269#0.905,-0.455#-0.226#0.042#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#-0.058#0.058#0.981,-0.363#0.333#-0.149#0.857,-0.45#0.345#0.066#0.821,-0.33#-0.162#0.304#0.879,-0.523#-0.215#0.047#0.823,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#-0.058#0.058#0.981,-0.42#0.322#-0.175#0.83,-0.524#0.305#0.052#0.793,-0.33#-0.162#0.304#0.879,-0.579#-0.192#0.033#0.791,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.18#-0.057#0.064#0.98,-0.42#0.322#-0.175#0.83,-0.524#0.305#0.052#0.793,-0.376#-0.163#0.328#0.851,-0.579#-0.192#0.033#0.791,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.18#-0.057#0.064#0.98,-0.462#0.323#-0.206#0.8,-0.577#0.265#0.066#0.77,-0.376#-0.163#0.328#0.851,-0.626#-0.189#0.009#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.171#-0.055#0.071#0.981,-0.462#0.323#-0.206#0.8,-0.577#0.265#0.066#0.77,-0.423#-0.159#0.344#0.823,-0.626#-0.189#0.009#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.171#-0.055#0.071#0.981,-0.497#0.323#-0.228#0.772,-0.62#0.24#0.083#0.742,-0.423#-0.159#0.344#0.823,-0.66#-0.221#0.008#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.164#-0.055#0.078#0.982,-0.497#0.323#-0.228#0.772,-0.62#0.24#0.083#0.742,-0.448#-0.173#0.368#0.796,-0.66#-0.221#0.008#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.164#-0.055#0.078#0.982,-0.52#0.33#-0.25#0.747,-0.661#0.222#0.095#0.71,-0.448#-0.173#0.368#0.796,-0.687#-0.252#0.016#0.681,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.15#-0.051#0.087#0.983,-0.52#0.33#-0.25#0.747,-0.661#0.222#0.095#0.71,-0.464#-0.189#0.393#0.771,-0.687#-0.252#0.016#0.681,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.15#-0.051#0.087#0.983,-0.539#0.337#-0.27#0.723,-0.696#0.222#0.084#0.677,-0.464#-0.189#0.393#0.771,-0.706#-0.265#0.016#0.657,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.141#-0.05#0.091#0.985,-0.539#0.337#-0.27#0.723,-0.696#0.222#0.084#0.677,-0.475#-0.196#0.414#0.751,-0.706#-0.265#0.016#0.657,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#-0.05#0.093#0.986,-0.563#0.337#-0.281#0.7,-0.729#0.216#0.08#0.644,-0.485#-0.196#0.426#0.738,-0.724#-0.268#0.01#0.635,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#-0.05#0.093#0.986,-0.578#0.338#-0.293#0.683,-0.756#0.206#0.083#0.616,-0.485#-0.196#0.426#0.738,-0.724#-0.268#0.01#0.635,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.127#-0.052#0.092#0.986,-0.578#0.338#-0.293#0.683,-0.756#0.206#0.083#0.616,-0.49#-0.197#0.431#0.732,-0.737#-0.271#0.006#0.619,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.127#-0.052#0.092#0.986,-0.58#0.343#-0.303#0.673,-0.769#0.209#0.077#0.6,-0.49#-0.197#0.431#0.732,-0.737#-0.271#0.006#0.619,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.123#-0.052#0.092#0.987,-0.58#0.343#-0.303#0.673,-0.769#0.209#0.077#0.6,-0.484#-0.199#0.431#0.735,-0.736#-0.276#0.012#0.619,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.123#-0.052#0.092#0.987,-0.573#0.346#-0.311#0.675,-0.769#0.214#0.073#0.598,-0.484#-0.199#0.431#0.735,-0.736#-0.276#0.012#0.619,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.052#0.09#0.987,-0.573#0.346#-0.311#0.675,-0.769#0.214#0.073#0.598,-0.471#-0.197#0.421#0.75,-0.722#-0.28#0.024#0.632,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.052#0.09#0.987,-0.554#0.35#-0.313#0.687,-0.757#0.218#0.066#0.612,-0.471#-0.197#0.421#0.75,-0.722#-0.28#0.024#0.632,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.054#0.085#0.988,-0.554#0.35#-0.313#0.687,-0.757#0.218#0.066#0.612,-0.448#-0.192#0.405#0.773,-0.698#-0.275#0.034#0.66,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.054#0.085#0.988,-0.527#0.354#-0.308#0.709,-0.73#0.219#0.053#0.646,-0.448#-0.192#0.405#0.773,-0.698#-0.275#0.034#0.66,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.06#0.077#0.988,-0.527#0.354#-0.308#0.709,-0.73#0.219#0.053#0.646,-0.413#-0.189#0.385#0.804,-0.653#-0.266#0.04#0.708,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#-0.06#0.077#0.988,-0.488#0.362#-0.297#0.737,-0.676#0.237#0.036#0.697,-0.413#-0.189#0.385#0.804,-0.653#-0.266#0.04#0.708,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.126#-0.064#0.07#0.988,-0.488#0.362#-0.297#0.737,-0.676#0.237#0.036#0.697,-0.366#-0.194#0.354#0.838,-0.584#-0.259#0.025#0.769,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.126#-0.064#0.07#0.988,-0.443#0.368#-0.277#0.769,-0.598#0.275#0.016#0.752,-0.366#-0.194#0.354#0.838,-0.584#-0.259#0.025#0.769,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#-0.068#0.064#0.987,-0.443#0.368#-0.277#0.769,-0.598#0.275#0.016#0.752,-0.317#-0.199#0.32#0.87,-0.491#-0.26#0.01#0.831,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#-0.068#0.064#0.987,-0.398#0.371#-0.25#0.801,-0.511#0.331#0#0.793,-0.317#-0.199#0.32#0.87,-0.491#-0.26#0.01#0.831,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#-0.075#0.06#0.986,-0.398#0.371#-0.25#0.801,-0.511#0.331#0#0.793,-0.261#-0.218#0.285#0.896,-0.403#-0.257#-0.026#0.878,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#-0.075#0.06#0.986,-0.343#0.38#-0.217#0.831,-0.416#0.379#0.016#0.827,-0.261#-0.218#0.285#0.896,-0.312#-0.261#-0.042#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.152#-0.076#0.056#0.984,-0.343#0.38#-0.217#0.831,-0.416#0.379#0.016#0.827,-0.201#-0.257#0.251#0.911,-0.312#-0.261#-0.042#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.152#-0.076#0.056#0.984,-0.279#0.391#-0.187#0.857,-0.318#0.416#0.05#0.85,-0.201#-0.257#0.251#0.911,-0.223#-0.267#-0.077#0.934,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.19#-0.057#0.056#0.979,-0.279#0.391#-0.187#0.857,-0.318#0.416#0.05#0.85,-0.161#-0.248#0.207#0.932,-0.223#-0.267#-0.077#0.934,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.19#-0.057#0.056#0.979,-0.214#0.393#-0.155#0.881,-0.233#0.417#0.092#0.873,-0.161#-0.248#0.207#0.932,-0.135#-0.227#-0.116#0.957,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#-0.06#0.057#0.978,-0.154#0.386#-0.122#0.901,-0.166#0.42#0.113#0.885,-0.128#-0.217#0.151#0.956,-0.135#-0.227#-0.116#0.957,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#-0.066#0.057#0.976,-0.154#0.386#-0.122#0.901,-0.166#0.42#0.113#0.885,-0.09#-0.149#0.097#0.98,-0.066#-0.204#-0.118#0.97,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#-0.066#0.057#0.976,-0.108#0.373#-0.092#0.917,-0.106#0.4#0.132#0.901,-0.09#-0.149#0.097#0.98,-0.066#-0.204#-0.118#0.97,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.212#-0.072#0.056#0.973,-0.108#0.373#-0.092#0.917,-0.106#0.4#0.132#0.901,-0.05#-0.116#0.068#0.99,-0.016#-0.19#-0.118#0.974,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.212#-0.072#0.056#0.973,-0.073#0.365#-0.072#0.925,-0.055#0.368#0.161#0.914,-0.05#-0.116#0.068#0.99,-0.016#-0.19#-0.118#0.974,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.222#-0.075#0.054#0.971,-0.073#0.365#-0.072#0.925,-0.055#0.368#0.161#0.914,-0.032#-0.103#0.053#0.993,0.019#-0.165#-0.13#0.978,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.222#-0.075#0.054#0.971,-0.05#0.355#-0.062#0.932,-0.048#0.364#0.165#0.915,-0.032#-0.103#0.053#0.993,0.019#-0.165#-0.13#0.978,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#-0.076#0.053#0.968,-0.05#0.355#-0.062#0.932,-0.048#0.364#0.165#0.915,-0.024#-0.108#0.047#0.993,0.022#-0.19#-0.153#0.97,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#-0.076#0.053#0.968,-0.045#0.35#-0.051#0.934,-0.05#0.372#0.175#0.91,-0.024#-0.108#0.047#0.993,0.022#-0.19#-0.153#0.97,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.242#-0.074#0.051#0.966,-0.045#0.35#-0.051#0.934,-0.05#0.372#0.175#0.91,-0.031#-0.12#0.048#0.991,0#-0.183#-0.155#0.971,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.242#-0.074#0.051#0.966,-0.054#0.356#-0.043#0.932,-0.072#0.383#0.174#0.905,-0.031#-0.12#0.048#0.991,0#-0.183#-0.155#0.971,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.247#-0.071#0.051#0.965,-0.054#0.356#-0.043#0.932,-0.072#0.383#0.174#0.905,-0.053#-0.136#0.052#0.988,-0.045#-0.209#-0.148#0.966,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.247#-0.071#0.051#0.965,-0.076#0.367#-0.041#0.926,-0.106#0.397#0.165#0.897,-0.053#-0.136#0.052#0.988,-0.045#-0.209#-0.148#0.966,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.246#-0.065#0.049#0.966,-0.076#0.367#-0.041#0.926,-0.106#0.397#0.165#0.897,-0.089#-0.158#0.064#0.981,-0.102#-0.22#-0.131#0.961,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.246#-0.065#0.049#0.966,-0.11#0.383#-0.044#0.916,-0.106#0.397#0.165#0.897,-0.089#-0.158#0.064#0.981,-0.102#-0.22#-0.131#0.961,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.243#-0.06#0.049#0.967,-0.11#0.383#-0.044#0.916,-0.137#0.405#0.163#0.889,-0.133#-0.181#0.09#0.97,-0.172#-0.239#-0.11#0.949,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.243#-0.06#0.049#0.967,-0.154#0.399#-0.059#0.902,-0.185#0.418#0.143#0.878,-0.133#-0.181#0.09#0.97,-0.172#-0.239#-0.11#0.949,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
