chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.061#0.129#-0.004#0.99,-0.589#0.244#-0.699#0.326,-0.838#0.294#-0.403#0.223,-0.397#0.221#0.721#0.523,-0.871#-0.054#0.434#0.224,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.068#0.138#-0.021#0.988,-0.589#0.244#-0.699#0.326,-0.838#0.294#-0.403#0.223,-0.384#0.234#0.713#0.537,-0.863#-0.039#0.44#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.068#0.138#-0.021#0.988,-0.594#0.258#-0.695#0.311,-0.842#0.308#-0.389#0.211,-0.384#0.234#0.713#0.537,-0.863#-0.039#0.44#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.077#0.148#-0.038#0.985,-0.594#0.258#-0.695#0.311,-0.842#0.308#-0.389#0.211,-0.367#0.248#0.707#0.551,-0.854#-0.019#0.445#0.27,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.077#0.148#-0.038#0.985,-0.6#0.278#-0.689#0.296,-0.844#0.329#-0.373#0.2,-0.367#0.248#0.707#0.551,-0.841#0.005#0.453#0.296,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.087#0.16#-0.055#0.982,-0.6#0.278#-0.689#0.296,-0.844#0.329#-0.373#0.2,-0.349#0.264#0.7#0.564,-0.841#0.005#0.453#0.296,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.087#0.16#-0.055#0.982,-0.607#0.303#-0.68#0.279,-0.843#0.358#-0.354#0.188,-0.349#0.264#0.7#0.564,-0.841#0.005#0.453#0.296,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#0.174#-0.069#0.978,-0.607#0.303#-0.68#0.279,-0.843#0.358#-0.354#0.188,-0.331#0.279#0.693#0.576,-0.825#0.032#0.462#0.323,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#0.174#-0.069#0.978,-0.614#0.332#-0.666#0.262,-0.84#0.394#-0.329#0.177,-0.331#0.279#0.693#0.576,-0.808#0.057#0.471#0.348,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.106#0.188#-0.08#0.973,-0.619#0.363#-0.651#0.248,-0.832#0.434#-0.302#0.167,-0.312#0.293#0.688#0.586,-0.808#0.057#0.471#0.348,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#0.201#-0.087#0.969,-0.619#0.363#-0.651#0.248,-0.832#0.434#-0.302#0.167,-0.294#0.306#0.684#0.593,-0.789#0.081#0.483#0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#0.201#-0.087#0.969,-0.622#0.394#-0.634#0.236,-0.821#0.473#-0.276#0.159,-0.294#0.306#0.684#0.593,-0.789#0.081#0.483#0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#0.214#-0.09#0.965,-0.622#0.394#-0.634#0.236,-0.821#0.473#-0.276#0.159,-0.278#0.317#0.682#0.597,-0.77#0.103#0.496#0.388,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.121#0.214#-0.09#0.965,-0.623#0.421#-0.618#0.228,-0.81#0.508#-0.251#0.152,-0.278#0.317#0.682#0.597,-0.77#0.103#0.496#0.388,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#0.225#-0.091#0.962,-0.623#0.421#-0.618#0.228,-0.81#0.508#-0.251#0.152,-0.264#0.325#0.681#0.6,-0.754#0.124#0.507#0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#0.225#-0.091#0.962,-0.624#0.444#-0.603#0.224,-0.799#0.536#-0.229#0.149,-0.264#0.325#0.681#0.6,-0.754#0.124#0.507#0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#0.234#-0.089#0.959,-0.624#0.444#-0.603#0.224,-0.799#0.536#-0.229#0.149,-0.254#0.331#0.682#0.601,-0.742#0.139#0.514#0.408,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.133#0.234#-0.089#0.959,-0.623#0.46#-0.591#0.224,-0.79#0.555#-0.216#0.146,-0.254#0.331#0.682#0.601,-0.742#0.139#0.514#0.408,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.137#0.242#-0.083#0.957,-0.623#0.46#-0.591#0.224,-0.79#0.555#-0.216#0.146,-0.246#0.333#0.686#0.599,-0.731#0.149#0.523#0.413,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.137#0.242#-0.083#0.957,-0.621#0.471#-0.584#0.228,-0.786#0.563#-0.209#0.147,-0.246#0.333#0.686#0.599,-0.731#0.149#0.523#0.413,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#0.246#-0.074#0.956,-0.621#0.471#-0.584#0.228,-0.786#0.563#-0.209#0.147,-0.24#0.331#0.691#0.595,-0.72#0.155#0.534#0.416,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#0.246#-0.074#0.956,-0.618#0.474#-0.581#0.236,-0.786#0.563#-0.208#0.148,-0.24#0.331#0.691#0.595,-0.72#0.155#0.534#0.416,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#0.246#-0.061#0.957,-0.618#0.474#-0.581#0.236,-0.786#0.563#-0.208#0.148,-0.236#0.33#0.697#0.591,-0.713#0.16#0.542#0.415,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.138#0.246#-0.061#0.957,-0.617#0.467#-0.582#0.251,-0.79#0.552#-0.218#0.152,-0.236#0.33#0.697#0.591,-0.713#0.16#0.542#0.415,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#0.244#-0.044#0.959,-0.617#0.467#-0.582#0.251,-0.79#0.552#-0.218#0.152,-0.236#0.329#0.703#0.585,-0.706#0.165#0.552#0.412,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#0.244#-0.044#0.959,-0.612#0.451#-0.59#0.272,-0.796#0.531#-0.245#0.16,-0.236#0.329#0.703#0.585,-0.706#0.165#0.552#0.412,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.131#0.238#-0.027#0.962,-0.612#0.451#-0.59#0.272,-0.796#0.531#-0.245#0.16,-0.238#0.325#0.71#0.578,-0.694#0.167#0.566#0.412,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.131#0.238#-0.027#0.962,-0.606#0.426#-0.602#0.297,-0.8#0.501#-0.282#0.174,-0.238#0.325#0.71#0.578,-0.694#0.167#0.566#0.412,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#0.227#-0.01#0.966,-0.606#0.426#-0.602#0.297,-0.8#0.501#-0.282#0.174,-0.242#0.322#0.715#0.572,-0.685#0.173#0.579#0.407,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#0.227#-0.01#0.966,-0.597#0.395#-0.617#0.326,-0.802#0.465#-0.32#0.196,-0.242#0.322#0.715#0.572,-0.68#0.184#0.588#0.397,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.117#0.216#0.008#0.969,-0.597#0.395#-0.617#0.326,-0.802#0.465#-0.32#0.196,-0.251#0.321#0.718#0.564,-0.68#0.184#0.588#0.397,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.117#0.216#0.008#0.969,-0.583#0.357#-0.636#0.358,-0.801#0.422#-0.362#0.222,-0.251#0.321#0.718#0.564,-0.672#0.198#0.596#0.392,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.109#0.204#0.024#0.973,-0.583#0.357#-0.636#0.358,-0.801#0.422#-0.362#0.222,-0.264#0.321#0.721#0.554,-0.672#0.198#0.596#0.392,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#0.193#0.04#0.975,-0.569#0.315#-0.652#0.391,-0.792#0.371#-0.414#0.253,-0.278#0.319#0.723#0.547,-0.664#0.214#0.6#0.391,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#0.193#0.04#0.975,-0.552#0.273#-0.665#0.423,-0.792#0.371#-0.414#0.253,-0.278#0.319#0.723#0.547,-0.664#0.214#0.6#0.391,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#0.193#0.04#0.975,-0.552#0.273#-0.665#0.423,-0.777#0.314#-0.461#0.293,-0.278#0.319#0.723#0.547,-0.663#0.229#0.599#0.386,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.09#0.181#0.057#0.978,-0.54#0.226#-0.671#0.455,-0.766#0.248#-0.488#0.338,-0.293#0.314#0.724#0.539,-0.663#0.229#0.599#0.386,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#0.168#0.073#0.98,-0.54#0.226#-0.671#0.455,-0.766#0.248#-0.488#0.338,-0.312#0.306#0.727#0.53,-0.664#0.24#0.597#0.381,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#0.168#0.073#0.98,-0.531#0.177#-0.669#0.488,-0.754#0.174#-0.509#0.378,-0.312#0.306#0.727#0.53,-0.664#0.24#0.597#0.381,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.073#0.152#0.09#0.982,-0.531#0.177#-0.669#0.488,-0.754#0.174#-0.509#0.378,-0.33#0.294#0.728#0.524,-0.676#0.239#0.588#0.374,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.073#0.152#0.09#0.982,-0.524#0.129#-0.665#0.517,-0.734#0.099#-0.533#0.408,-0.33#0.294#0.728#0.524,-0.676#0.239#0.588#0.374,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.063#0.134#0.109#0.983,-0.524#0.129#-0.665#0.517,-0.734#0.099#-0.533#0.408,-0.352#0.276#0.731#0.515,-0.693#0.229#0.578#0.364,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.063#0.134#0.109#0.983,-0.517#0.085#-0.658#0.541,-0.716#0.025#-0.545#0.436,-0.352#0.276#0.731#0.515,-0.693#0.229#0.578#0.364,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.051#0.115#0.126#0.984,-0.517#0.085#-0.658#0.541,-0.716#0.025#-0.545#0.436,-0.374#0.253#0.735#0.506,-0.716#0.204#0.569#0.349,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.051#0.115#0.126#0.984,-0.509#0.049#-0.652#0.559,-0.686#-0.033#-0.567#0.454,-0.374#0.253#0.735#0.506,-0.716#0.204#0.569#0.349,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.041#0.092#0.144#0.984,-0.509#0.049#-0.652#0.559,-0.686#-0.033#-0.567#0.454,-0.4#0.223#0.739#0.495,-0.741#0.17#0.56#0.33,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.041#0.092#0.144#0.984,-0.5#0.021#-0.648#0.574,-0.657#-0.063#-0.586#0.469,-0.4#0.223#0.739#0.495,-0.741#0.17#0.56#0.33,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.03#0.071#0.165#0.983,-0.5#0.021#-0.648#0.574,-0.657#-0.063#-0.586#0.469,-0.427#0.186#0.742#0.481,-0.765#0.122#0.55#0.311,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.03#0.071#0.165#0.983,-0.49#0.003#-0.647#0.584,-0.649#-0.073#-0.592#0.473,-0.427#0.186#0.742#0.481,-0.765#0.122#0.55#0.311,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.02#0.046#0.184#0.982,-0.49#0.003#-0.647#0.584,-0.649#-0.073#-0.592#0.473,-0.453#0.142#0.745#0.468,-0.794#0.064#0.532#0.287,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.02#0.046#0.184#0.982,-0.482#-0.006#-0.649#0.589,-0.652#-0.067#-0.594#0.466,-0.453#0.142#0.745#0.468,-0.794#0.064#0.532#0.287,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.012#0.022#0.202#0.979,-0.482#-0.006#-0.649#0.589,-0.652#-0.067#-0.594#0.466,-0.476#0.092#0.747#0.455,-0.825#-0.002#0.502#0.262,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.012#0.022#0.202#0.979,-0.473#-0.006#-0.653#0.592,-0.658#-0.039#-0.598#0.456,-0.476#0.092#0.747#0.455,-0.847#-0.08#0.465#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.005#-0.002#0.216#0.976,-0.473#-0.006#-0.653#0.592,-0.658#-0.039#-0.598#0.456,-0.498#0.036#0.747#0.439,-0.847#-0.08#0.465#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.005#-0.002#0.216#0.976,-0.458#0.007#-0.661#0.594,-0.669#0.009#-0.593#0.448,-0.498#0.036#0.747#0.439,-0.855#-0.173#0.431#0.231,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.004#-0.023#0.226#0.974,-0.444#0.025#-0.672#0.592,-0.682#0.068#-0.583#0.435,-0.513#-0.021#0.746#0.423,-0.855#-0.173#0.431#0.231,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.044#0.233#0.971,-0.435#0.046#-0.682#0.586,-0.693#0.129#-0.576#0.413,-0.523#-0.082#0.745#0.405,-0.852#-0.277#0.394#0.206,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.064#0.238#0.969,-0.435#0.046#-0.682#0.586,-0.693#0.129#-0.576#0.413,-0.533#-0.145#0.738#0.387,-0.838#-0.373#0.364#0.161,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.064#0.238#0.969,-0.424#0.069#-0.693#0.579,-0.702#0.201#-0.555#0.399,-0.533#-0.145#0.738#0.387,-0.838#-0.373#0.364#0.161,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.011#-0.08#0.238#0.968,-0.424#0.069#-0.693#0.579,-0.702#0.201#-0.555#0.399,-0.538#-0.202#0.729#0.372,-0.818#-0.452#0.335#0.122,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.011#-0.08#0.238#0.968,-0.406#0.094#-0.707#0.571,-0.694#0.284#-0.534#0.391,-0.538#-0.202#0.729#0.372,-0.818#-0.452#0.335#0.122,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.008#-0.095#0.238#0.967,-0.406#0.094#-0.707#0.571,-0.694#0.284#-0.534#0.391,-0.537#-0.249#0.722#0.359,-0.795#-0.503#0.331#0.076,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.008#-0.095#0.238#0.967,-0.386#0.122#-0.72#0.563,-0.677#0.337#-0.534#0.378,-0.537#-0.249#0.722#0.359,-0.795#-0.503#0.331#0.076,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.007#-0.103#0.236#0.966,-0.386#0.122#-0.72#0.563,-0.677#0.337#-0.534#0.378,-0.541#-0.281#0.711#0.352,-0.783#-0.526#0.329#0.046,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.007#-0.103#0.236#0.966,-0.372#0.152#-0.729#0.555,-0.659#0.363#-0.548#0.366,-0.541#-0.281#0.711#0.352,-0.783#-0.526#0.329#0.046,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.101#0.228#0.968,-0.372#0.152#-0.729#0.555,-0.659#0.363#-0.548#0.366,-0.538#-0.288#0.71#0.352,-0.773#-0.531#0.344#0.038,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.101#0.228#0.968,-0.366#0.155#-0.737#0.546,-0.647#0.358#-0.569#0.359,-0.538#-0.288#0.71#0.352,-0.773#-0.531#0.344#0.038,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.095#0.219#0.971,-0.366#0.155#-0.737#0.546,-0.647#0.358#-0.569#0.359,-0.532#-0.273#0.716#0.36,-0.774#-0.518#0.359#0.054,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.095#0.219#0.971,-0.362#0.142#-0.745#0.542,-0.637#0.323#-0.597#0.366,-0.532#-0.273#0.716#0.36,-0.774#-0.518#0.359#0.054,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.085#0.211#0.974,-0.362#0.142#-0.745#0.542,-0.637#0.323#-0.597#0.366,-0.522#-0.245#0.727#0.373,-0.771#-0.492#0.394#0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.085#0.211#0.974,-0.357#0.118#-0.749#0.545,-0.628#0.267#-0.626#0.376,-0.522#-0.245#0.727#0.373,-0.771#-0.492#0.394#0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.075#0.202#0.976,-0.357#0.118#-0.749#0.545,-0.628#0.267#-0.626#0.376,-0.505#-0.203#0.742#0.391,-0.767#-0.454#0.434#0.134,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.01#-0.075#0.202#0.976,-0.359#0.083#-0.749#0.551,-0.618#0.199#-0.655#0.387,-0.505#-0.203#0.742#0.391,-0.767#-0.454#0.434#0.134,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.066#0.193#0.979,-0.359#0.083#-0.749#0.551,-0.618#0.199#-0.655#0.387,-0.486#-0.152#0.755#0.413,-0.761#-0.409#0.467#0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.066#0.193#0.979,-0.36#0.036#-0.746#0.559,-0.603#0.122#-0.678#0.403,-0.486#-0.152#0.755#0.413,-0.747#-0.359#0.504#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.053#0.188#0.981,-0.36#0.036#-0.746#0.559,-0.603#0.122#-0.678#0.403,-0.464#-0.096#0.763#0.44,-0.747#-0.359#0.504#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.053#0.188#0.981,-0.355#-0.018#-0.739#0.572,-0.585#0.024#-0.689#0.427,-0.464#-0.096#0.763#0.44,-0.732#-0.294#0.533#0.307,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.007#-0.046#0.181#0.982,-0.355#-0.018#-0.739#0.572,-0.585#0.024#-0.689#0.427,-0.439#-0.033#0.762#0.474,-0.732#-0.294#0.533#0.307,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.007#-0.046#0.181#0.982,-0.349#-0.073#-0.729#0.585,-0.551#-0.085#-0.703#0.441,-0.439#-0.033#0.762#0.474,-0.718#-0.205#0.556#0.365,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.002#-0.042#0.178#0.983,-0.33#-0.137#-0.709#0.608,-0.513#-0.182#-0.706#0.453,-0.419#0.032#0.751#0.509,-0.718#-0.205#0.556#0.365,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.002#-0.035#0.174#0.984,-0.33#-0.137#-0.709#0.608,-0.513#-0.182#-0.706#0.453,-0.395#0.103#0.733#0.544,-0.699#-0.103#0.572#0.417,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.002#-0.035#0.174#0.984,-0.313#-0.187#-0.688#0.628,-0.453#-0.269#-0.712#0.464,-0.395#0.103#0.733#0.544,-0.699#-0.103#0.572#0.417,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.002#-0.035#0.174#0.984,-0.313#-0.187#-0.688#0.628,-0.453#-0.269#-0.712#0.464,-0.373#0.164#0.711#0.574,-0.672#-0.003#0.574#0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.014#-0.042#0.174#0.984,-0.296#-0.231#-0.665#0.646,-0.396#-0.336#-0.7#0.49,-0.373#0.164#0.711#0.574,-0.672#-0.003#0.574#0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.021#-0.033#0.178#0.983,-0.296#-0.231#-0.665#0.646,-0.396#-0.336#-0.7#0.49,-0.357#0.207#0.695#0.589,-0.625#0.083#0.589#0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.021#-0.033#0.178#0.983,-0.275#-0.264#-0.643#0.664,-0.352#-0.384#-0.684#0.511,-0.357#0.207#0.695#0.589,-0.625#0.083#0.589#0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.037#0.172#0.984,-0.275#-0.264#-0.643#0.664,-0.352#-0.384#-0.684#0.511,-0.334#0.24#0.678#0.61,-0.595#0.139#0.575#0.543,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.037#0.172#0.984,-0.27#-0.274#-0.633#0.672,-0.349#-0.428#-0.646#0.527,-0.334#0.24#0.678#0.61,-0.595#0.139#0.575#0.543,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.046#-0.034#0.173#0.983,-0.27#-0.274#-0.633#0.672,-0.349#-0.428#-0.646#0.527,-0.331#0.257#0.666#0.617,-0.566#0.175#0.575#0.565,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.046#-0.034#0.173#0.983,-0.276#-0.278#-0.623#0.677,-0.34#-0.44#-0.644#0.525,-0.331#0.257#0.666#0.617,-0.566#0.175#0.575#0.565,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.055#-0.033#0.171#0.983,-0.276#-0.278#-0.623#0.677,-0.34#-0.44#-0.644#0.525,-0.34#0.258#0.664#0.613,-0.575#0.184#0.567#0.561,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.055#-0.033#0.171#0.983,-0.296#-0.263#-0.624#0.674,-0.371#-0.438#-0.625#0.528,-0.34#0.258#0.664#0.613,-0.575#0.184#0.567#0.561,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.034#0.168#0.983,-0.296#-0.263#-0.624#0.674,-0.371#-0.438#-0.625#0.528,-0.356#0.243#0.67#0.605,-0.6#0.176#0.56#0.543,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.034#0.168#0.983,-0.315#-0.234#-0.63#0.67,-0.396#-0.405#-0.637#0.523,-0.356#0.243#0.67#0.605,-0.6#0.176#0.56#0.543,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.03#0.169#0.983,-0.315#-0.234#-0.63#0.67,-0.396#-0.405#-0.637#0.523,-0.382#0.216#0.68#0.588,-0.633#0.144#0.554#0.521,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.03#0.169#0.983,-0.34#-0.191#-0.642#0.66,-0.442#-0.359#-0.641#0.514,-0.382#0.216#0.68#0.588,-0.633#0.144#0.554#0.521,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.03#0.169#0.984,-0.34#-0.191#-0.642#0.66,-0.442#-0.359#-0.641#0.514,-0.408#0.179#0.693#0.567,-0.673#0.098#0.55#0.485,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.058#-0.03#0.169#0.984,-0.369#-0.139#-0.656#0.644,-0.488#-0.299#-0.647#0.503,-0.408#0.179#0.693#0.567,-0.707#0.045#0.541#0.452,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.052#-0.027#0.172#0.983,-0.369#-0.139#-0.656#0.644,-0.488#-0.299#-0.647#0.503,-0.434#0.132#0.709#0.54,-0.707#0.045#0.541#0.452,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.052#-0.027#0.172#0.983,-0.397#-0.081#-0.667#0.625,-0.542#-0.242#-0.634#0.495,-0.434#0.132#0.709#0.54,-0.707#0.045#0.541#0.452,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.039#-0.021#0.173#0.984,-0.397#-0.081#-0.667#0.625,-0.542#-0.242#-0.634#0.495,-0.457#0.08#0.722#0.514,-0.739#-0.009#0.523#0.424,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.039#-0.021#0.173#0.984,-0.425#-0.019#-0.674#0.604,-0.597#-0.187#-0.61#0.487,-0.457#0.08#0.722#0.514,-0.774#-0.067#0.484#0.404,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.034#-0.019#0.177#0.983,-0.452#0.049#-0.676#0.58,-0.657#-0.118#-0.56#0.491,-0.473#0.026#0.733#0.489,-0.774#-0.067#0.484#0.404,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.034#-0.019#0.177#0.983,-0.452#0.049#-0.676#0.58,-0.657#-0.118#-0.56#0.491,-0.473#0.026#0.733#0.489,-0.799#-0.146#0.433#0.392,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.03#-0.014#0.18#0.983,-0.465#0.114#-0.679#0.557,-0.697#-0.027#-0.521#0.491,-0.482#-0.028#0.744#0.462,-0.799#-0.146#0.433#0.392,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.028#-0.009#0.181#0.983,-0.465#0.114#-0.679#0.557,-0.697#-0.027#-0.521#0.491,-0.488#-0.081#0.754#0.431,-0.802#-0.241#0.416#0.354,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.027#-0.006#0.182#0.983,-0.476#0.177#-0.681#0.528,-0.723#0.072#-0.501#0.469,-0.491#-0.124#0.762#0.404,-0.802#-0.333#0.399#0.295,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.027#-0.006#0.182#0.983,-0.488#0.232#-0.679#0.498,-0.735#0.174#-0.471#0.456,-0.491#-0.124#0.762#0.404,-0.802#-0.333#0.399#0.295,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
