chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
-0.162#0.209#-0.007#-0.964,0.112#0.06#0.165#-0.978,0.454#0.06#-0.197#-0.867,0.31#0.348#-0.22#-0.857,0.735#0.606#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.162#0.209#-0.007#-0.964,0.112#0.06#0.165#-0.978,0.454#0.06#-0.197#-0.867,0.31#0.348#-0.22#-0.857,0.735#0.606#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.162#0.209#-0.007#-0.964,0.112#0.06#0.165#-0.978,0.454#0.06#-0.197#-0.867,0.31#0.348#-0.22#-0.857,0.735#0.606#0.291#-0.087,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.163#0.209#-0.006#-0.964,0.112#0.06#0.165#-0.978,0.454#0.06#-0.197#-0.867,0.31#0.348#-0.22#-0.857,0.735#0.606#0.291#-0.087,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.163#0.209#-0.006#-0.964,0.112#0.06#0.165#-0.978,0.453#0.06#-0.197#-0.867,0.31#0.348#-0.22#-0.857,0.735#0.606#0.291#-0.087,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.163#0.209#-0.006#-0.964,0.112#0.06#0.165#-0.978,0.453#0.06#-0.197#-0.867,0.308#0.349#-0.22#-0.857,0.735#0.606#0.291#-0.087,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.163#0.209#-0.006#-0.964,0.112#0.059#0.166#-0.978,0.453#0.06#-0.197#-0.867,0.308#0.349#-0.22#-0.857,0.735#0.606#0.291#-0.087,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.112#0.059#0.166#-0.978,0.453#0.06#-0.197#-0.867,0.308#0.349#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.112#0.059#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.349#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.112#0.059#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.349#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.112#0.059#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.35#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.111#0.057#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.35#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.111#0.057#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.35#-0.22#-0.857,0.735#0.606#0.291#-0.086,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.164#0.209#-0.006#-0.964,0.111#0.057#0.166#-0.978,0.453#0.059#-0.197#-0.868,0.308#0.35#-0.22#-0.857,0.734#0.608#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.166#0.21#-0.007#-0.964,0.111#0.057#0.166#-0.978,0.452#0.057#-0.198#-0.868,0.308#0.35#-0.22#-0.857,0.734#0.608#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.166#0.21#-0.007#-0.964,0.111#0.057#0.166#-0.978,0.452#0.057#-0.198#-0.868,0.306#0.355#-0.219#-0.856,0.734#0.608#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.166#0.21#-0.007#-0.964,0.113#0.05#0.169#-0.978,0.452#0.057#-0.198#-0.868,0.306#0.355#-0.219#-0.856,0.734#0.608#0.29#-0.088,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.113#0.05#0.169#-0.978,0.452#0.057#-0.198#-0.868,0.306#0.355#-0.219#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.113#0.05#0.169#-0.978,0.449#0.044#-0.201#-0.869,0.306#0.355#-0.219#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.113#0.05#0.169#-0.978,0.449#0.044#-0.201#-0.869,0.306#0.355#-0.219#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.113#0.05#0.169#-0.978,0.449#0.044#-0.201#-0.869,0.304#0.36#-0.215#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.12#0.029#0.177#-0.976,0.449#0.044#-0.201#-0.869,0.304#0.36#-0.215#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.12#0.029#0.177#-0.976,0.449#0.044#-0.201#-0.869,0.304#0.36#-0.215#-0.856,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.12#0.029#0.177#-0.976,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.449#0.044#-0.201#-0.869,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.473#-0.017#-0.21#-0.855,0.305#0.362#-0.215#-0.854,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.127#0.01#0.181#-0.975,0.473#-0.017#-0.21#-0.855,0.313#0.365#-0.219#-0.849,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.171#0.209#-0.005#-0.963,0.177#-0.033#0.194#-0.964,0.473#-0.017#-0.21#-0.855,0.313#0.365#-0.219#-0.849,0.737#0.606#0.286#-0.093,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.205#0.208#0.003#-0.956,0.177#-0.033#0.194#-0.964,0.473#-0.017#-0.21#-0.855,0.313#0.365#-0.219#-0.849,0.733#0.612#0.269#-0.126,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.205#0.208#0.003#-0.956,0.177#-0.033#0.194#-0.964,0.519#-0.076#-0.215#-0.824,0.313#0.365#-0.219#-0.849,0.733#0.612#0.269#-0.126,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.205#0.208#0.003#-0.956,0.177#-0.033#0.194#-0.964,0.519#-0.076#-0.215#-0.824,0.313#0.365#-0.219#-0.849,0.733#0.612#0.269#-0.126,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.205#0.208#0.003#-0.956,0.177#-0.033#0.194#-0.964,0.519#-0.076#-0.215#-0.824,0.332#0.35#-0.22#-0.848,0.733#0.612#0.269#-0.126,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.205#0.208#0.003#-0.956,0.244#-0.071#0.204#-0.945,0.519#-0.076#-0.215#-0.824,0.332#0.35#-0.22#-0.848,0.752#0.577#0.285#-0.144,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.244#-0.071#0.204#-0.945,0.519#-0.076#-0.215#-0.824,0.332#0.35#-0.22#-0.848,0.752#0.577#0.285#-0.144,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.244#-0.071#0.204#-0.945,0.58#-0.118#-0.232#-0.772,0.332#0.35#-0.22#-0.848,0.752#0.577#0.285#-0.144,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.244#-0.071#0.204#-0.945,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.752#0.577#0.285#-0.144,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.318#-0.117#0.195#-0.92,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.752#0.577#0.285#-0.144,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.318#-0.117#0.195#-0.92,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.318#-0.117#0.195#-0.92,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.357#-0.151#0.186#-0.903,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.357#-0.151#0.186#-0.903,0.58#-0.118#-0.232#-0.772,0.341#0.344#-0.207#-0.85,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.393#-0.179#0.163#-0.887,0.58#-0.118#-0.232#-0.772,0.338#0.348#-0.197#-0.852,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.208#0.195#0.009#-0.958,0.393#-0.179#0.163#-0.887,0.58#-0.118#-0.232#-0.772,0.338#0.348#-0.197#-0.852,0.71#0.52#0.406#-0.244,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.211#0.117#0.022#-0.97,0.393#-0.179#0.163#-0.887,0.58#-0.118#-0.232#-0.772,0.338#0.348#-0.197#-0.852,0.66#0.505#0.467#-0.301,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.211#0.117#0.022#-0.97,0.393#-0.179#0.163#-0.887,0.642#-0.167#-0.316#-0.678,0.338#0.348#-0.197#-0.852,0.66#0.505#0.467#-0.301,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.211#0.117#0.022#-0.97,0.393#-0.179#0.163#-0.887,0.642#-0.167#-0.316#-0.678,0.335#0.369#-0.186#-0.847,0.66#0.505#0.467#-0.301,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.211#0.117#0.022#-0.97,0.393#-0.179#0.163#-0.887,0.642#-0.167#-0.316#-0.678,0.335#0.369#-0.186#-0.847,0.66#0.505#0.467#-0.301,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.211#0.117#0.022#-0.97,0.452#-0.232#0.113#-0.854,0.642#-0.167#-0.316#-0.678,0.335#0.369#-0.186#-0.847,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.452#-0.232#0.113#-0.854,0.642#-0.167#-0.316#-0.678,0.335#0.369#-0.186#-0.847,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.452#-0.232#0.113#-0.854,0.61#-0.176#-0.355#-0.686,0.335#0.369#-0.186#-0.847,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.452#-0.232#0.113#-0.854,0.61#-0.176#-0.355#-0.686,0.354#0.374#-0.175#-0.839,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.486#-0.281#0.069#-0.825,0.61#-0.176#-0.355#-0.686,0.354#0.374#-0.175#-0.839,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.486#-0.281#0.069#-0.825,0.61#-0.176#-0.355#-0.686,0.354#0.374#-0.175#-0.839,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.497#-0.292#0.049#-0.816,0.61#-0.176#-0.355#-0.686,0.366#0.38#-0.17#-0.833,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.497#-0.292#0.049#-0.816,0.61#-0.176#-0.355#-0.686,0.366#0.38#-0.17#-0.833,0.631#0.529#0.465#-0.327,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.203#0.07#0.011#-0.977,0.497#-0.292#0.049#-0.816,0.61#-0.176#-0.355#-0.686,0.366#0.38#-0.17#-0.833,0.603#0.508#0.458#-0.411,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.169#0.042#-0.006#-0.985,0.497#-0.292#0.049#-0.816,0.61#-0.176#-0.355#-0.686,0.366#0.38#-0.17#-0.833,0.603#0.508#0.458#-0.411,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.169#0.042#-0.006#-0.985,0.497#-0.292#0.049#-0.816,0.552#-0.168#-0.34#-0.743,0.366#0.38#-0.17#-0.833,0.603#0.508#0.458#-0.411,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.169#0.042#-0.006#-0.985,0.497#-0.292#0.049#-0.816,0.552#-0.168#-0.34#-0.743,0.39#0.37#-0.175#-0.825,0.603#0.508#0.458#-0.411,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.169#0.042#-0.006#-0.985,0.523#-0.312#0.028#-0.792,0.552#-0.168#-0.34#-0.743,0.39#0.37#-0.175#-0.825,0.603#0.508#0.458#-0.411,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.523#-0.312#0.028#-0.792,0.552#-0.168#-0.34#-0.743,0.39#0.37#-0.175#-0.825,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.523#-0.312#0.028#-0.792,0.538#-0.178#-0.304#-0.765,0.39#0.37#-0.175#-0.825,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.523#-0.312#0.028#-0.792,0.538#-0.178#-0.304#-0.765,0.422#0.364#-0.196#-0.807,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.523#-0.312#0.028#-0.792,0.538#-0.178#-0.304#-0.765,0.422#0.364#-0.196#-0.807,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.541#-0.327#0.016#-0.774,0.538#-0.178#-0.304#-0.765,0.422#0.364#-0.196#-0.807,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.541#-0.327#0.016#-0.774,0.538#-0.178#-0.304#-0.765,0.422#0.364#-0.196#-0.807,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.55#-0.33#0.012#-0.767,0.538#-0.178#-0.304#-0.765,0.427#0.371#-0.208#-0.798,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.14#0.018#-0.016#-0.99,0.55#-0.33#0.012#-0.767,0.538#-0.178#-0.304#-0.765,0.427#0.371#-0.208#-0.798,0.608#0.505#0.396#-0.468,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.105#0.002#-0.045#-0.993,0.55#-0.33#0.012#-0.767,0.538#-0.178#-0.304#-0.765,0.427#0.371#-0.208#-0.798,0.615#0.512#0.329#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.105#0.002#-0.045#-0.993,0.55#-0.33#0.012#-0.767,0.543#-0.173#-0.271#-0.776,0.427#0.371#-0.208#-0.798,0.615#0.512#0.329#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.105#0.002#-0.045#-0.993,0.567#-0.334#0.012#-0.753,0.543#-0.173#-0.271#-0.776,0.452#0.385#-0.215#-0.776,0.615#0.512#0.329#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.105#0.002#-0.045#-0.993,0.567#-0.334#0.012#-0.753,0.543#-0.173#-0.271#-0.776,0.452#0.385#-0.215#-0.776,0.615#0.512#0.329#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.105#0.002#-0.045#-0.993,0.567#-0.334#0.012#-0.753,0.543#-0.173#-0.271#-0.776,0.452#0.385#-0.215#-0.776,0.629#0.513#0.298#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#0.01#-0.061#-0.995,0.567#-0.334#0.012#-0.753,0.543#-0.173#-0.271#-0.776,0.452#0.385#-0.215#-0.776,0.629#0.513#0.298#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#0.01#-0.061#-0.995,0.567#-0.334#0.012#-0.753,0.565#-0.177#-0.24#-0.769,0.452#0.385#-0.215#-0.776,0.629#0.513#0.298#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#0.01#-0.061#-0.995,0.567#-0.334#0.012#-0.753,0.565#-0.177#-0.24#-0.769,0.474#0.403#-0.216#-0.753,0.629#0.513#0.298#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#0.01#-0.061#-0.995,0.586#-0.337#0.022#-0.736,0.565#-0.177#-0.24#-0.769,0.474#0.403#-0.216#-0.753,0.629#0.513#0.298#-0.502,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#0.01#-0.061#-0.995,0.586#-0.337#0.022#-0.736,0.565#-0.177#-0.24#-0.769,0.474#0.403#-0.216#-0.753,0.641#0.506#0.28#-0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
