chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
-0.074#0.02#-0.064#-0.995,0.586#-0.337#0.022#-0.736,0.565#-0.177#-0.24#-0.769,0.474#0.403#-0.216#-0.753,0.641#0.506#0.28#-0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.074#0.02#-0.064#-0.995,0.586#-0.337#0.022#-0.736,0.582#-0.176#-0.214#-0.765,0.474#0.403#-0.216#-0.753,0.641#0.506#0.28#-0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.074#0.02#-0.064#-0.995,0.586#-0.337#0.022#-0.736,0.582#-0.176#-0.214#-0.765,0.49#0.42#-0.215#-0.733,0.641#0.506#0.28#-0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.074#0.02#-0.064#-0.995,0.592#-0.348#0.025#-0.727,0.582#-0.176#-0.214#-0.765,0.49#0.42#-0.215#-0.733,0.641#0.506#0.28#-0.505,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.024#-0.052#-0.995,0.592#-0.348#0.025#-0.727,0.582#-0.176#-0.214#-0.765,0.49#0.42#-0.215#-0.733,0.649#0.519#0.236#-0.504,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.024#-0.052#-0.995,0.592#-0.348#0.025#-0.727,0.592#-0.181#-0.186#-0.763,0.49#0.42#-0.215#-0.733,0.649#0.519#0.236#-0.504,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.024#-0.052#-0.995,0.592#-0.348#0.025#-0.727,0.592#-0.181#-0.186#-0.763,0.503#0.432#-0.207#-0.719,0.649#0.519#0.236#-0.504,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.024#-0.052#-0.995,0.594#-0.356#0.024#-0.721,0.592#-0.181#-0.186#-0.763,0.503#0.432#-0.207#-0.719,0.649#0.519#0.236#-0.504,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.024#-0.052#-0.995,0.594#-0.356#0.024#-0.721,0.592#-0.181#-0.186#-0.763,0.503#0.432#-0.207#-0.719,0.649#0.519#0.236#-0.504,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.081#0.021#-0.041#-0.996,0.594#-0.356#0.024#-0.721,0.592#-0.181#-0.186#-0.763,0.503#0.432#-0.207#-0.719,0.65#0.514#0.211#-0.518,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.081#0.021#-0.041#-0.996,0.594#-0.356#0.024#-0.721,0.598#-0.188#-0.17#-0.76,0.503#0.432#-0.207#-0.719,0.65#0.514#0.211#-0.518,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.081#0.021#-0.041#-0.996,0.594#-0.356#0.024#-0.721,0.598#-0.188#-0.17#-0.76,0.513#0.429#-0.2#-0.716,0.65#0.514#0.211#-0.518,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.081#0.021#-0.041#-0.996,0.598#-0.363#0.032#-0.714,0.598#-0.188#-0.17#-0.76,0.513#0.429#-0.2#-0.716,0.65#0.514#0.211#-0.518,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#0.012#-0.027#-0.997,0.598#-0.363#0.032#-0.714,0.598#-0.188#-0.17#-0.76,0.513#0.429#-0.2#-0.716,0.656#0.503#0.195#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#0.012#-0.027#-0.997,0.598#-0.363#0.032#-0.714,0.606#-0.195#-0.161#-0.755,0.513#0.429#-0.2#-0.716,0.656#0.503#0.195#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#0.012#-0.027#-0.997,0.598#-0.363#0.032#-0.714,0.606#-0.195#-0.161#-0.755,0.513#0.429#-0.2#-0.716,0.656#0.503#0.195#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#0.012#-0.027#-0.997,0.598#-0.363#0.032#-0.714,0.606#-0.195#-0.161#-0.755,0.531#0.42#-0.196#-0.71,0.656#0.503#0.195#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#0.012#-0.027#-0.997,0.603#-0.375#0.034#-0.703,0.606#-0.195#-0.161#-0.755,0.531#0.42#-0.196#-0.71,0.666#0.491#0.17#-0.535,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.061#-0.001#-0.012#-0.998,0.603#-0.375#0.034#-0.703,0.606#-0.195#-0.161#-0.755,0.531#0.42#-0.196#-0.71,0.666#0.491#0.17#-0.535,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.061#-0.001#-0.012#-0.998,0.603#-0.375#0.034#-0.703,0.61#-0.197#-0.166#-0.749,0.531#0.42#-0.196#-0.71,0.666#0.491#0.17#-0.535,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.061#-0.001#-0.012#-0.998,0.603#-0.375#0.034#-0.703,0.61#-0.197#-0.166#-0.749,0.539#0.407#-0.202#-0.709,0.666#0.491#0.17#-0.535,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.061#-0.001#-0.012#-0.998,0.599#-0.39#0.032#-0.699,0.61#-0.197#-0.166#-0.749,0.539#0.407#-0.202#-0.709,0.666#0.491#0.17#-0.535,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.061#-0.001#-0.012#-0.998,0.599#-0.39#0.032#-0.699,0.61#-0.197#-0.166#-0.749,0.539#0.407#-0.202#-0.709,0.669#0.481#0.155#-0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.007#-0.005#-0.998,0.599#-0.39#0.032#-0.699,0.61#-0.197#-0.166#-0.749,0.539#0.407#-0.202#-0.709,0.669#0.481#0.155#-0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.007#-0.005#-0.998,0.599#-0.39#0.032#-0.699,0.607#-0.212#-0.16#-0.749,0.539#0.407#-0.202#-0.709,0.669#0.481#0.155#-0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.007#-0.005#-0.998,0.599#-0.39#0.032#-0.699,0.607#-0.212#-0.16#-0.749,0.537#0.399#-0.205#-0.714,0.669#0.481#0.155#-0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.007#-0.005#-0.998,0.598#-0.394#0.028#-0.697,0.607#-0.212#-0.16#-0.749,0.537#0.399#-0.205#-0.714,0.669#0.481#0.155#-0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.598#-0.394#0.028#-0.697,0.607#-0.212#-0.16#-0.749,0.537#0.399#-0.205#-0.714,0.671#0.467#0.15#-0.556,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.598#-0.394#0.028#-0.697,0.607#-0.212#-0.16#-0.749,0.537#0.399#-0.205#-0.714,0.671#0.467#0.15#-0.556,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.598#-0.394#0.028#-0.697,0.608#-0.22#-0.156#-0.747,0.537#0.399#-0.205#-0.714,0.671#0.467#0.15#-0.556,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.598#-0.394#0.028#-0.697,0.608#-0.22#-0.156#-0.747,0.537#0.397#-0.208#-0.715,0.671#0.467#0.15#-0.556,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.6#-0.399#0.025#-0.693,0.608#-0.22#-0.156#-0.747,0.537#0.397#-0.208#-0.715,0.671#0.467#0.15#-0.556,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.009#-0.005#-0.998,0.6#-0.399#0.025#-0.693,0.608#-0.22#-0.156#-0.747,0.537#0.397#-0.208#-0.715,0.672#0.46#0.138#-0.563,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.075#-0.014#-0.008#-0.997,0.6#-0.399#0.025#-0.693,0.608#-0.22#-0.156#-0.747,0.537#0.397#-0.208#-0.715,0.672#0.46#0.138#-0.563,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.075#-0.014#-0.008#-0.997,0.6#-0.399#0.025#-0.693,0.611#-0.223#-0.15#-0.745,0.537#0.397#-0.208#-0.715,0.672#0.46#0.138#-0.563,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.075#-0.014#-0.008#-0.997,0.6#-0.399#0.025#-0.693,0.611#-0.223#-0.15#-0.745,0.536#0.397#-0.208#-0.716,0.672#0.46#0.138#-0.563,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.075#-0.014#-0.008#-0.997,0.601#-0.398#0.021#-0.693,0.611#-0.223#-0.15#-0.745,0.536#0.397#-0.208#-0.716,0.672#0.46#0.138#-0.563,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.082#-0.016#-0.014#-0.996,0.601#-0.398#0.021#-0.693,0.611#-0.223#-0.15#-0.745,0.536#0.397#-0.208#-0.716,0.667#0.457#0.128#-0.574,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.082#-0.016#-0.014#-0.996,0.601#-0.398#0.021#-0.693,0.608#-0.217#-0.15#-0.749,0.536#0.397#-0.208#-0.716,0.667#0.457#0.128#-0.574,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.082#-0.016#-0.014#-0.996,0.601#-0.398#0.021#-0.693,0.608#-0.217#-0.15#-0.749,0.531#0.403#-0.206#-0.716,0.667#0.457#0.128#-0.574,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.082#-0.016#-0.014#-0.996,0.6#-0.394#0.013#-0.697,0.608#-0.217#-0.15#-0.749,0.531#0.403#-0.206#-0.716,0.667#0.457#0.128#-0.574,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.082#-0.016#-0.014#-0.996,0.6#-0.394#0.013#-0.697,0.608#-0.217#-0.15#-0.749,0.531#0.403#-0.206#-0.716,0.662#0.456#0.118#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#-0.015#-0.025#-0.996,0.6#-0.394#0.013#-0.697,0.608#-0.217#-0.15#-0.749,0.531#0.403#-0.206#-0.716,0.662#0.456#0.118#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#-0.015#-0.025#-0.996,0.6#-0.394#0.013#-0.697,0.608#-0.206#-0.153#-0.752,0.531#0.403#-0.206#-0.716,0.662#0.456#0.118#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#-0.015#-0.025#-0.996,0.6#-0.394#0.013#-0.697,0.608#-0.206#-0.153#-0.752,0.529#0.412#-0.209#-0.712,0.662#0.456#0.118#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.084#-0.015#-0.025#-0.996,0.605#-0.386#0.008#-0.696,0.608#-0.206#-0.153#-0.752,0.529#0.412#-0.209#-0.712,0.662#0.456#0.118#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.077#-0.009#-0.04#-0.996,0.605#-0.386#0.008#-0.696,0.608#-0.206#-0.153#-0.752,0.529#0.412#-0.209#-0.712,0.663#0.458#0.107#-0.582,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.077#-0.009#-0.04#-0.996,0.605#-0.386#0.008#-0.696,0.617#-0.196#-0.151#-0.747,0.529#0.412#-0.209#-0.712,0.663#0.458#0.107#-0.582,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.077#-0.009#-0.04#-0.996,0.605#-0.386#0.008#-0.696,0.617#-0.196#-0.151#-0.747,0.529#0.412#-0.209#-0.712,0.663#0.458#0.107#-0.582,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.077#-0.009#-0.04#-0.996,0.605#-0.386#0.008#-0.696,0.617#-0.196#-0.151#-0.747,0.527#0.422#-0.214#-0.705,0.663#0.458#0.107#-0.582,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.077#-0.009#-0.04#-0.996,0.616#-0.375#0.007#-0.693,0.617#-0.196#-0.151#-0.747,0.527#0.422#-0.214#-0.705,0.663#0.458#0.107#-0.582,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.007#-0.044#-0.996,0.616#-0.375#0.007#-0.693,0.617#-0.196#-0.151#-0.747,0.527#0.422#-0.214#-0.705,0.663#0.459#0.099#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.007#-0.044#-0.996,0.616#-0.375#0.007#-0.693,0.625#-0.187#-0.154#-0.742,0.527#0.422#-0.214#-0.705,0.663#0.459#0.099#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.007#-0.044#-0.996,0.616#-0.375#0.007#-0.693,0.625#-0.187#-0.154#-0.742,0.527#0.422#-0.214#-0.705,0.663#0.459#0.099#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.007#-0.044#-0.996,0.616#-0.375#0.007#-0.693,0.625#-0.187#-0.154#-0.742,0.528#0.423#-0.211#-0.705,0.663#0.459#0.099#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.007#-0.044#-0.996,0.621#-0.374#0.006#-0.689,0.625#-0.187#-0.154#-0.742,0.528#0.423#-0.211#-0.705,0.663#0.459#0.099#-0.583,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.012#-0.041#-0.997,0.621#-0.374#0.006#-0.689,0.625#-0.187#-0.154#-0.742,0.528#0.423#-0.211#-0.705,0.662#0.455#0.085#-0.589,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.012#-0.041#-0.997,0.621#-0.374#0.006#-0.689,0.626#-0.186#-0.158#-0.74,0.528#0.423#-0.211#-0.705,0.662#0.455#0.085#-0.589,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.012#-0.041#-0.997,0.621#-0.374#0.006#-0.689,0.626#-0.186#-0.158#-0.74,0.528#0.423#-0.211#-0.705,0.662#0.455#0.085#-0.589,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.012#-0.041#-0.997,0.621#-0.374#0.006#-0.689,0.626#-0.186#-0.158#-0.74,0.528#0.42#-0.212#-0.707,0.662#0.455#0.085#-0.589,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.012#-0.041#-0.997,0.622#-0.379#0.004#-0.685,0.626#-0.186#-0.158#-0.74,0.528#0.42#-0.212#-0.707,0.662#0.455#0.085#-0.589,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.016#-0.038#-0.997,0.622#-0.379#0.004#-0.685,0.626#-0.186#-0.158#-0.74,0.528#0.42#-0.212#-0.707,0.663#0.447#0.073#-0.596,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.016#-0.038#-0.997,0.622#-0.379#0.004#-0.685,0.626#-0.191#-0.159#-0.739,0.528#0.42#-0.212#-0.707,0.663#0.447#0.073#-0.596,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.016#-0.038#-0.997,0.622#-0.379#0.004#-0.685,0.626#-0.191#-0.159#-0.739,0.53#0.413#-0.212#-0.71,0.663#0.447#0.073#-0.596,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.016#-0.038#-0.997,0.622#-0.385#0.002#-0.682,0.626#-0.191#-0.159#-0.739,0.53#0.413#-0.212#-0.71,0.663#0.447#0.073#-0.596,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.016#-0.038#-0.997,0.622#-0.385#0.002#-0.682,0.626#-0.191#-0.159#-0.739,0.53#0.413#-0.212#-0.71,0.665#0.435#0.067#-0.603,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.022#-0.032#-0.997,0.622#-0.385#0.002#-0.682,0.626#-0.191#-0.159#-0.739,0.53#0.413#-0.212#-0.71,0.665#0.435#0.067#-0.603,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.022#-0.032#-0.997,0.622#-0.385#0.002#-0.682,0.625#-0.198#-0.155#-0.739,0.53#0.413#-0.212#-0.71,0.665#0.435#0.067#-0.603,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.022#-0.032#-0.997,0.622#-0.385#0.002#-0.682,0.625#-0.198#-0.155#-0.739,0.535#0.406#-0.21#-0.711,0.665#0.435#0.067#-0.603,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.022#-0.032#-0.997,0.619#-0.394#0.002#-0.679,0.625#-0.198#-0.155#-0.739,0.535#0.406#-0.21#-0.711,0.665#0.435#0.067#-0.603,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#-0.022#-0.032#-0.997,0.619#-0.394#0.002#-0.679,0.625#-0.198#-0.155#-0.739,0.535#0.406#-0.21#-0.711,0.669#0.421#0.064#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.027#-0.026#-0.997,0.619#-0.394#0.002#-0.679,0.625#-0.198#-0.155#-0.739,0.535#0.406#-0.21#-0.711,0.669#0.421#0.064#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.027#-0.026#-0.997,0.619#-0.394#0.002#-0.679,0.625#-0.208#-0.148#-0.738,0.535#0.406#-0.21#-0.711,0.669#0.421#0.064#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.027#-0.026#-0.997,0.619#-0.394#0.002#-0.679,0.625#-0.208#-0.148#-0.738,0.54#0.399#-0.209#-0.711,0.669#0.421#0.064#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.027#-0.026#-0.997,0.618#-0.401#0.007#-0.676,0.625#-0.208#-0.148#-0.738,0.54#0.399#-0.209#-0.711,0.669#0.421#0.064#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.025#-0.018#-0.997,0.618#-0.401#0.007#-0.676,0.625#-0.208#-0.148#-0.738,0.54#0.399#-0.209#-0.711,0.675#0.409#0.064#-0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.025#-0.018#-0.997,0.618#-0.401#0.007#-0.676,0.626#-0.214#-0.138#-0.737,0.54#0.399#-0.209#-0.711,0.675#0.409#0.064#-0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.025#-0.018#-0.997,0.618#-0.401#0.007#-0.676,0.626#-0.214#-0.138#-0.737,0.54#0.399#-0.209#-0.711,0.675#0.409#0.064#-0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.025#-0.018#-0.997,0.618#-0.401#0.007#-0.676,0.626#-0.214#-0.138#-0.737,0.547#0.396#-0.207#-0.708,0.675#0.409#0.064#-0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.071#-0.025#-0.018#-0.997,0.617#-0.406#0.013#-0.674,0.626#-0.214#-0.138#-0.737,0.547#0.396#-0.207#-0.708,0.675#0.409#0.064#-0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.068#-0.023#-0.016#-0.997,0.617#-0.406#0.013#-0.674,0.626#-0.214#-0.138#-0.737,0.547#0.396#-0.207#-0.708,0.681#0.4#0.066#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.068#-0.023#-0.016#-0.997,0.617#-0.406#0.013#-0.674,0.628#-0.22#-0.125#-0.736,0.547#0.396#-0.207#-0.708,0.681#0.4#0.066#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.068#-0.023#-0.016#-0.997,0.617#-0.406#0.013#-0.674,0.628#-0.22#-0.125#-0.736,0.556#0.399#-0.207#-0.699,0.681#0.4#0.066#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.068#-0.023#-0.016#-0.997,0.612#-0.405#0.021#-0.679,0.628#-0.22#-0.125#-0.736,0.556#0.399#-0.207#-0.699,0.681#0.4#0.066#-0.609,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.068#-0.023#-0.016#-0.997,0.612#-0.405#0.021#-0.679,0.628#-0.22#-0.125#-0.736,0.556#0.399#-0.207#-0.699,0.692#0.398#0.078#-0.597,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.001#-0.022#-0.998,0.612#-0.405#0.021#-0.679,0.628#-0.22#-0.125#-0.736,0.556#0.399#-0.207#-0.699,0.692#0.398#0.078#-0.597,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.001#-0.022#-0.998,0.612#-0.405#0.021#-0.679,0.628#-0.211#-0.105#-0.742,0.556#0.399#-0.207#-0.699,0.692#0.398#0.078#-0.597,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.001#-0.022#-0.998,0.612#-0.405#0.021#-0.679,0.628#-0.211#-0.105#-0.742,0.578#0.412#-0.194#-0.677,0.692#0.398#0.078#-0.597,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.064#-0.001#-0.022#-0.998,0.599#-0.389#0.044#-0.699,0.628#-0.211#-0.105#-0.742,0.578#0.412#-0.194#-0.677,0.692#0.398#0.078#-0.597,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#0.063#-0.048#-0.994,0.599#-0.389#0.044#-0.699,0.628#-0.211#-0.105#-0.742,0.578#0.412#-0.194#-0.677,0.705#0.418#0.116#-0.56,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#0.063#-0.048#-0.994,0.599#-0.389#0.044#-0.699,0.633#-0.179#-0.045#-0.752,0.578#0.412#-0.194#-0.677,0.705#0.418#0.116#-0.56,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#0.063#-0.048#-0.994,0.599#-0.389#0.044#-0.699,0.633#-0.179#-0.045#-0.752,0.578#0.412#-0.194#-0.677,0.705#0.418#0.116#-0.56,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#0.063#-0.048#-0.994,0.599#-0.389#0.044#-0.699,0.633#-0.179#-0.045#-0.752,0.613#0.465#-0.151#-0.621,0.705#0.418#0.116#-0.56,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.07#0.063#-0.048#-0.994,0.577#-0.326#0.099#-0.743,0.633#-0.179#-0.045#-0.752,0.613#0.465#-0.151#-0.621,0.705#0.418#0.116#-0.56,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.065#0.179#-0.08#-0.978,0.577#-0.326#0.099#-0.743,0.633#-0.179#-0.045#-0.752,0.613#0.465#-0.151#-0.621,0.704#0.467#0.208#-0.492,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.065#0.179#-0.08#-0.978,0.577#-0.326#0.099#-0.743,0.636#-0.095#0.056#-0.764,0.613#0.465#-0.151#-0.621,0.704#0.467#0.208#-0.492,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.065#0.179#-0.08#-0.978,0.577#-0.326#0.099#-0.743,0.636#-0.095#0.056#-0.764,0.641#0.548#-0.074#-0.533,0.704#0.467#0.208#-0.492,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.065#0.179#-0.08#-0.978,0.577#-0.326#0.099#-0.743,0.636#-0.095#0.056#-0.764,0.641#0.548#-0.074#-0.533,0.704#0.467#0.208#-0.492,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.065#0.179#-0.08#-0.978,0.548#-0.198#0.185#-0.791,0.636#-0.095#0.056#-0.764,0.641#0.548#-0.074#-0.533,0.704#0.467#0.208#-0.492,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.308#-0.102#-0.944,0.548#-0.198#0.185#-0.791,0.636#-0.095#0.056#-0.764,0.641#0.548#-0.074#-0.533,0.666#0.544#0.317#-0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.308#-0.102#-0.944,0.548#-0.198#0.185#-0.791,0.622#0.024#0.16#-0.766,0.641#0.548#-0.074#-0.533,0.666#0.544#0.317#-0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.308#-0.102#-0.944,0.548#-0.198#0.185#-0.791,0.622#0.024#0.16#-0.766,0.641#0.548#-0.074#-0.533,0.666#0.544#0.317#-0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.308#-0.102#-0.944,0.548#-0.198#0.185#-0.791,0.622#0.024#0.16#-0.766,0.641#0.637#0.028#-0.427,0.666#0.544#0.317#-0.4,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.308#-0.102#-0.944,0.518#-0.047#0.266#-0.812,0.622#0.024#0.16#-0.766,0.641#0.637#0.028#-0.427,0.597#0.625#0.4#-0.306,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#0.428#-0.117#-0.895,0.518#-0.047#0.266#-0.812,0.622#0.024#0.16#-0.766,0.641#0.637#0.028#-0.427,0.597#0.625#0.4#-0.306,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#0.428#-0.117#-0.895,0.518#-0.047#0.266#-0.812,0.603#0.161#0.242#-0.743,0.641#0.637#0.028#-0.427,0.597#0.625#0.4#-0.306,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
